region_name,region_code,income_group_name,income_group_code,country_name,country_code,r2m_name,r2m_code,sdg_name,sdg_code,indicator_name,indicator_code,sex,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Middle Africa,AFM,Low income,LIC,"Congo, Dem. Rep.",COD,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,151.5,,,,,,,,,,108.3,,,,,91.3,
Middle Africa,AFM,Lower middle income,LMC,"Congo, Rep.",COG,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,114.8,,,,,,,,,,55.7,,,,,40.7,
Central America,AMM,Upper middle income,UMC,Costa Rica,CRI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,11.6,,,,,,,,,,9.1,,,,,8.7,
Western Africa,AFW,Lower middle income,LMC,Côte d’Ivoire,CIV,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,133.6,,,,,,,,,,99,,,,,83.7,
Southern Europe,EUZ,High income,HIC,Croatia,HRV,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,7.5,,,,,,,,,,4.9,,,,,3.9,
Caribbean,AMC,Upper middle income,UMC,Cuba,CUB,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,7.4,,,,,,,,,,5.4,,,,,4.9,
Caribbean,AMC,High income,HIC,Curaçao,CUW,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Cyprus,CYP,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,6,,,,,,,,,,3.3,,,,,2.5,
Eastern Europe,EUE,High income,HIC,Czech Republic,CZE,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,5.8,,,,,,,,,,3.6,,,,,3,
Northern Europe,EUN,High income,HIC,Denmark,DNK,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,5,,,,,,,,,,3.7,,,,,3.2,
Eastern Africa,AFE,Lower middle income,LMC,Djibouti,DJI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,92.7,,,,,,,,,,69.4,,,,,59.3,
Caribbean,AMC,Upper middle income,UMC,Dominica,DMA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,14.2,,,,,,,,,,17.3,,,,,19.6,
Caribbean,AMC,Upper middle income,UMC,Dominican Republic,DOM,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,37.4,,,,,,,,,,30.5,,,,,27.7,
South America,AMZ,Upper middle income,UMC,Ecuador,ECU,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,30.4,,,,,,,,,,22.2,,,,,19,
Northern Africa,AFN,Lower middle income,LMC,Egypt,EGY,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,44.8,,,,,,,,,,27.4,,,,,22.5,
Central America,AMM,Lower middle income,LMC,El Salvador,SLV,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,28.9,,,,,,,,,,17.8,,,,,14.9,
Middle Africa,AFM,Upper middle income,UMC,Equatorial Guinea,GNQ,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,143.3,,,,,,,,,,103.6,,,,,87.6,
Eastern Africa,AFE,Low income,LIC,Eritrea,ERI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,81.5,,,,,,,,,,49.9,,,,,41.4,
Northern Europe,EUN,High income,HIC,Estonia,EST,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,9.7,,,,,,,,,,4.1,,,,,2.6,
Eastern Africa,AFE,Low income,LIC,Ethiopia,ETH,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,135.2,,,,,,,,,,69.3,,,,,53.6,
Melanesia,OME,Upper middle income,UMC,Fiji,FJI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,22.3,,,,,,,,,,21.7,,,,,20.3,
Northern Europe,EUN,High income,HIC,Finland,FIN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,3.8,,,,,,,,,,2.7,,,,,2.1,
Western Europe,EUW,High income,HIC,France,FRA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,4.7,,,,,,,,,,3.8,,,,,3.9,
Polynesia,OPY,High income,HIC,French Polynesia,PYF,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Middle Africa,AFM,Upper middle income,UMC,Gabon,GAB,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,78.7,,,,,,,,,,57.8,,,,,45.8,
Western Africa,AFW,Low income,LIC,Gambia,GMB,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,112.7,,,,,,,,,,76.1,,,,,64.1,
Western Asia,ASW,Upper middle income,UMC,Georgia,GEO,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,31.2,,,,,,,,,,14.5,,,,,10.5,
Western Europe,EUW,High income,HIC,Germany,DEU,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,4.8,,,,,,,,,,3.8,,,,,3.4,
Western Africa,AFW,Lower middle income,LMC,Ghana,GHA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,93.7,,,,,,,,,,68.6,,,,,56.2,
Southern Europe,EUZ,High income,HIC,Greece,GRC,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,7.1,,,,,,,,,,4.4,,,,,4.3,
Caribbean,AMC,Upper middle income,UMC,Grenada,GRD,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,14.7,,,,,,,,,,12.2,,,,,10.9,
Micronesia,OMI,High income,HIC,Guam,GUM,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Central America,AMM,Lower middle income,LMC,Guatemala,GTM,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,46.3,,,,,,,,,,30.9,,,,,26,
Western Africa,AFW,Low income,LIC,Guinea,GIN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,162.1,,,,,,,,,,105.7,,,,,88.2,
Western Africa,AFW,Low income,LIC,Guinea-Bissau,GNB,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,163.9,,,,,,,,,,106.4,,,,,84.6,
South America,AMZ,Upper middle income,UMC,Guyana,GUY,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,40.9,,,,,,,,,,36.4,,,,,34.4,
Caribbean,AMC,Low income,LIC,Haiti,HTI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,97.5,,,,,,,,,,137.7,,,,,63.1,
Central America,AMM,Lower middle income,LMC,Honduras,HND,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,33.5,,,,,,,,,,21.7,,,,,18.1,
Eastern Asia,ASF,High income,HIC,"Hong Kong SAR, China",HKG,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Eastern Europe,EUE,High income,HIC,Hungary,HUN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,10.1,,,,,,,,,,6,,,,,5.4,
Northern Europe,EUN,High income,HIC,Iceland,ISL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,3.6,,,,,,,,,,2.2,,,,,1.8,
Southern Asia,ASZ,Lower middle income,LMC,India,IND,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,96.1,,,,,,,,,,62.9,,,,,49.2,
South­Eastern Asia,ASE,Lower middle income,LMC,Indonesia,IDN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,47.4,,,,,,,,,,29.3,,,,,23.9,
Southern Asia,ASZ,Upper middle income,UMC,Iran,IRN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,33.6,,,,,,,,,,18.4,,,,,14.9,
Western Asia,ASW,Upper middle income,UMC,Iraq,IRQ,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,40.9,,,,,,,,,,33.1,,,,,28.9,
Northern Europe,EUN,High income,HIC,Ireland,IRL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,6.4,,,,,,,,,,3.8,,,,,3.3,
Western Asia,ASW,High income,HIC,Israel,ISR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,6.4,,,,,,,,,,4.2,,,,,3.7,
Southern Europe,EUZ,High income,HIC,Italy,ITA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,5.1,,,,,,,,,,3.7,,,,,3.2,
Caribbean,AMC,Upper middle income,UMC,Jamaica,JAM,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,19.1,,,,,,,,,,15.7,,,,,13.7,
Eastern Asia,ASF,High income,HIC,Japan,JPN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,4.1,,,,,,,,,,3,,,,,2.5,
Western Asia,ASW,Upper middle income,UMC,Jordan,JOR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,26.2,,,,,,,,,,19.7,,,,,16.9,
Central Asia,ASC,Upper middle income,UMC,Kazakhstan,KAZ,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,37.4,,,,,,,,,,18.3,,,,,12,
Eastern Africa,AFE,Lower middle income,LMC,Kenya,KEN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,101.9,,,,,,,,,,57.5,,,,,45.2,
Micronesia,OMI,Lower middle income,LMC,Kiribati,KIR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,64.7,,,,,,,,,,57.4,,,,,50.9,
Eastern Asia,ASF,Low income,LIC,"Korea, Dem. Rep.",PRK,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,55.2,,,,,,,,,,28,,,,,22.2,
Eastern Asia,ASF,High income,HIC,"Korea, Rep.",KOR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,5.8,,,,,,,,,,3.8,,,,,3.2,
Southern Europe,EUZ,Lower middle income,LMC,Kosovo,XKX,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Kuwait,KWT,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,11.6,,,,,,,,,,9.9,,,,,7.9,
Central Asia,ASC,Lower middle income,LMC,Kyrgyzstan,KGZ,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,43.7,,,,,,,,,,26.6,,,,,18.9,
South­Eastern Asia,ASE,Lower middle income,LMC,Lao PDR,LAO,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,108.9,,,,,,,,,,72.9,,,,,60.6,
Northern Europe,EUN,High income,HIC,Latvia,LVA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,15.4,,,,,,,,,,8.6,,,,,7.2,
Western Asia,ASW,Upper middle income,UMC,Lebanon,LBN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,19.1,,,,,,,,,,9.7,,,,,7.9,
Southern Africa,AFZ,Lower middle income,LMC,Lesotho,LSO,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,108.5,,,,,,,,,,93.2,,,,,83.1,
Western Africa,AFW,Low income,LIC,Liberia,LBR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,172.5,,,,,,,,,,83.6,,,,,64.8,
Northern Africa,AFN,Upper middle income,UMC,Libya,LBY,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,25.2,,,,,,,,,,14.8,,,,,12,
Western Europe,EUW,High income,HIC,Liechtenstein,LIE,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Northern Europe,EUN,High income,HIC,Lithuania,LTU,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,10.5,,,,,,,,,,6.1,,,,,4.7,
Western Europe,EUW,High income,HIC,Luxembourg,LUX,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,4.4,,,,,,,,,,2.2,,,,,1.7,
Eastern Asia,ASF,High income,HIC,"Macao SAR, China",MAC,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,Upper middle income,UMC,"Macedonia, FYR",MKD,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,14.8,,,,,,,,,,9.1,,,,,5.1,
Eastern Africa,AFE,Low income,LIC,Madagascar,MDG,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,103.2,,,,,,,,,,55.8,,,,,45.3,
Eastern Africa,AFE,Low income,LIC,Malawi,MWI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,166.5,,,,,,,,,,85.6,,,,,59.5,
South­Eastern Asia,ASE,Upper middle income,UMC,Malaysia,MYS,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,9,,,,,,,,,,7.1,,,,,6.3,
Southern Asia,ASZ,Upper middle income,UMC,Maldives,MDV,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,40.1,,,,,,,,,,11.6,,,,,7.7,
Western Africa,AFW,Low income,LIC,Mali,MLI,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,210.7,,,,,,,,,,130.1,,,,,108.4,
Southern Europe,EUZ,High income,HIC,Malta,MLT,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,7.1,,,,,,,,,,6.2,,,,,5.9,
Micronesia,OMI,Upper middle income,UMC,Marshall Islands,MHL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,37.1,,,,,,,,,,34.7,,,,,31.9,
Western Africa,AFW,Lower middle income,LMC,Mauritania,MRT,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,103.8,,,,,,,,,,89.4,,,,,79.5,
Eastern Africa,AFE,Upper middle income,UMC,Mauritius,MUS,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,16.2,,,,,,,,,,13.4,,,,,12,
Central America,AMM,Upper middle income,UMC,Mexico,MEX,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,23.1,,,,,,,,,,15.1,,,,,11.9,
Micronesia,OMI,Lower middle income,LMC,Micronesia,FSM,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,49.2,,,,,,,,,,36.6,,,,,31,
Eastern Europe,EUE,Lower middle income,LMC,Moldova,MDA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,27.6,,,,,,,,,,15.1,,,,,14,
Western Europe,EUW,High income,HIC,Monaco,MCO,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,4.6,,,,,,,,,,3.5,,,,,3.1,
Eastern Asia,ASF,Lower middle income,LMC,Mongolia,MNG,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,52.2,,,,,,,,,,24.2,,,,,17.9,
Southern Europe,EUZ,Upper middle income,UMC,Montenegro,MNE,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,12.8,,,,,,,,,,6.4,,,,,4.4,
Northern Africa,AFN,Lower middle income,LMC,Morocco,MAR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,45.7,,,,,,,,,,29.7,,,,,24.7,
Eastern Africa,AFE,Low income,LIC,Mozambique,MOZ,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,164.6,,,,,,,,,,97.5,,,,,73.9,
South­Eastern Asia,ASE,Lower middle income,LMC,Myanmar,MMR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,75.5,,,,,,,,,,53.6,,,,,44.9,
Southern Africa,AFZ,Upper middle income,UMC,Namibia,NAM,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,70.3,,,,,,,,,,49.2,,,,,41.2,
Micronesia,OMI,High income,HIC,Nauru,NRU,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,37,,,,,,,,,,35.4,,,,,31.6,
Southern Asia,ASZ,Low income,LIC,Nepal,NPL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,79.1,,,,,,,,,,43.2,,,,,33.6,
Western Europe,EUW,High income,HIC,Netherlands,NLD,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,5.5,,,,,,,,,,4,,,,,3.4,
Melanesia,OME,High income,HIC,New Caledonia,NCL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,,,,,,,,,,,,,,,,,
Australia and New Zealand,OAZ,High income,HIC,New Zealand,NZL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,6.6,,,,,,,,,,5.6,,,,,5.1,
Central America,AMM,Lower middle income,LMC,Nicaragua,NIC,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,36.1,,,,,,,,,,23.1,,,,,19.5,
Western Africa,AFW,Low income,LIC,Niger,NER,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,222,,,,,,,,,,119,,,,,90.9,
Western Africa,AFW,Lower middle income,LMC,Nigeria,NGA,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,177.7,,,,,,,,,,123.1,,,,,102.3,
Northern Europe,EUN,High income,HIC,Norway,NOR,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,4.3,,,,,,,,,,2.9,,,,,2.3,
Western Asia,ASW,High income,HIC,Oman,OMN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,14.9,,,,,,,,,,10.5,,,,,10.4,
Southern Asia,ASZ,Lower middle income,LMC,Pakistan,PAK,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,109.3,,,,,,,,,,88.2,,,,,77.4,
Micronesia,OMI,Upper middle income,UMC,Palau,PLW,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,23.7,,,,,,,,,,17.2,,,,,14.6,
Western Asia,ASW,Lower middle income,LMC,Palestine,PSE,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,27.4,,,,,,,,,,21.7,,,,,19.3,
Central America,AMM,Upper middle income,UMC,Panama,PAN,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,23.1,,,,,,,,,,17.6,,,,,15.1,
Melanesia,OME,Lower middle income,LMC,Papua New Guinea,PNG,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,73.1,,,,,,,,,,61.1,,,,,52.5,
South America,AMZ,Upper middle income,UMC,Paraguay,PRY,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,30.3,,,,,,,,,,21.6,,,,,18.3,
South America,AMZ,Upper middle income,UMC,Peru,PER,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,35.4,,,,,,,,,,18.9,,,,,15.2,
South­Eastern Asia,ASE,Lower middle income,LMC,Philippines,PHL,Indicator 5: Under-five mortality,5,Goal 3: Good Health and Well-being,3,"Under-five mortality rate (per 1,000 live births), female",SH.DYN.MORT.FE,Female,35.3,,,,,,,,,,28.2,,,,,24.7,
